1990,sales (MwH),revenue ($1000)
"Rockland Electric Company",1284763.0,132875.0
"Rosebud Electric Coop Inc",77379.0,3886.0
"Rutherford Elec Member Corp",825248.0,66266.0
"Sacramento Municipal Util Dist",8458888.0,647250.0
"Salt River Proj Ag I & P Dist",17260299.0,1230690.0
"San Antonio City of",13569550.0,754946.0
"Savannah Electric & Power Co",3514914.0,218728.0
"Seattle City of",8788831.0,329811.0
"Sierra Pacific Power Co",6323932.0,430028.0
"Singing River Elec Power Assn",918641.0,60928.0
"Sioux Valley Empire E A Inc",237248.0,17194.0
"South Carolina Electric&Gas Co",16522174.0,951540.0
"South Carolina Pub Serv Auth",7739322.0,312490.0
"South Kentucky Rural E C C",707620.0,41075.0
"Southern California Edison Co",71481574.0,7575446.0
"Southern Nebraska Rural P P D",436053.0,21950.0
"Southern Pine Elec Power Assn",1328202.0,83235.0
"Southwest Tennessee E M C",791087.0,49186.0
"Southwestern Electric Power Co",3153063.0,149118.0
"Southwestern Public Service Co",3041252.0,141887.0
"Springfield City of",2267533.0,105313.0
"St Joseph Light & Power Co",1478815.0,80048.0
"Tacoma City of",5331047.0,184393.0
"Tampa Electric Co",14599952.0,1033229.0
"Tennessee Valley Authority",11729361.0,336188.0
"Texas Utilities Electric Co",85220681.0,5450442.0
"Texas-New Mexico Power Co",1558638.0,70323.0
"Tri-County Electric Assn Inc",1121325.0,54235.0
"Tucson Electric Power Co",6942289.0,572811.0
"Turner-Hutchinsin El Coop, Inc",78287.0,5311.0
"U S Bureau of Indian Affairs",251274.0,13857.0
"Union Electric Co",27892450.0,1801594.0
"Union Light Heat & Power Co",3272464.0,183501.0
"United Illuminating Co",5339432.0,639108.0
"Upper Cumberland E M C",777179.0,47021.0
"UtiliCorp United Inc",6585904.0,422188.0
"Verdigris Valley Electric Coop",333056.0,25417.0
"Verendrye Electric Coop Inc",278069.0,14823.0
"Virginia Electric & Power Co",60864983.0,3979078.0
"Volunteer Electric Coop",1529074.0,93110.0
"Wallingford Town of",567701.0,42820.0
"Warren Rural Elec Coop Corp",1066489.0,67455.0
"Washington Water Power Co",7582442.0,361981.0
"Watertown Municipal Utils Dept",239803.0,9365.0
"Wells Rural Electric Co",591602.0,23557.0
"West Penn Power Co",17511017.0,989299.0
"West Plains Electric Coop Inc",185787.0,12250.0
"West River Electric Assn, Inc",130785.0,10611.0
"Western Massachusetts Elec Co",3643140.0,378848.0
"Western Resources Inc",16274071.0,1016445.0
"Wheeling Power Company",1788365.0,83454.0
"Wisconsin Electric Power Co",21973512.0,1235715.0
"Wisconsin Power & Light Co",8440531.0,438501.0
"Wisconsin Public Service Corp",8658999.0,420269.0
"Wright-Hennepin Coop Elec Assn",460195.0,33840.0
"Yellowstone Vlly Elec Coop Inc",153274.0,9060.0
,,
,,
,,
1996,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",795072.0,50018.0
"Alabama Power Co",45690067.0,2468616.0
"Alaska Electric Light&Power Co",297399.0,24292.0
"Anchorage City of",836453.0,67857.0
"Anoka Electric Coop",1238004.0,83135.0
"Appalachian Electric Coop",777656.0,45425.0
"Appalachian Power Co",26624212.0,1257522.0
"Arizona Public Service Co",19020696.0,1581495.0
"Arkansas Power & Light Co",17134480.0,1251359.0
"Arkansas Valley Elec Coop Corp",737531.0,37318.0
"Atlantic City Electric Company",8346537.0,949153.0
"Baker Electric Coop Inc",155560.0,9673.0
"Baltimore Gas & Electric Co",28429686.0,2027657.0
"Bangor Hydro-Electric Co",1705852.0,165476.0
"Berkeley Electric Coop Inc",1051561.0,73863.0
"Black Hills Corp",1381631.0,94318.0
"Blackstone Valley Electric Co",1261927.0,131638.0
"Bonneville Power Admin",17171222.0,403268.0
"Boston Edison Co",13063966.0,1450030.0
"Bountiful City Light & Power",255057.0,13096.0
"Bristol City of",866106.0,43969.0
"Brookings City of",192111.0,8528.0
"Brunswick Electric Member Corp",674207.0,68251.0
"Burlington City of",324918.0,32750.0
"Carolina Power & Light Co",37944793.0,2417010.0
"Carroll Electric Coop Corp",927330.0,55034.0
"Cass County Electric Coop Inc",540148.0,26003.0
"Central Illinois Light Company",5424909.0,302960.0
"Central Illinois Pub Serv Co",8303635.0,548644.0
"Central Louisiana Elec Co Inc",6955934.0,400990.0
"Central Maine Power Co",9039965.0,864190.0
"Central Power & Light Co",19561600.0,1262072.0
"Central Vermont Pub Serv Corp",2104562.0,223502.0
"Chattanooga City of",5431252.0,285000.0
"Cheyenne Light Fuel & Power Co",822101.0,37791.0
"Chugach Electric Assn Inc",1015696.0,86292.0
"Cincinnati Gas & Electric Co",18605354.0,1178654.0
"Citizens Utilities Company",1311144.0,117678.0
"City of Boulder City",132600.0,5629.0
"City of Clinton",679048.0,38083.0
"City of Dover",592644.0,43278.0
"City of Eugene",2568247.0,100527.0
"City of Gillette",181340.0,11215.0
"City of Groton Dept of Utils",634187.0,44499.0
"City of Idaho Falls",600951.0,27842.0
"City of Independence",871161.0,56359.0
"City of Newark",309634.0,20710.0
"City of Reading",596937.0,53402.0
"City of Tupelo Water & Light D",657732.0,34829.0
"Clarksville City of",973205.0,54760.0
"Cleveland City of",957219.0,49664.0
"Cleveland Electric Illum Co",17800863.0,1699075.0
"Coast Electric Power Assn",984721.0,65919.0
"Cobb Electric Membership Corp",2262164.0,188265.0
"Colorado River Commission",921192.0,12585.0
"Colorado Springs City of",3465122.0,181371.0
"Columbus Southern Power Co",15044204.0,987899.0
"Commonwealth Edison Co",79096757.0,6633952.0
"Commonwealth Electric Co",3434849.0,422810.0
"Connecticut Light & Power Co",21233612.0,2201026.0
"Consolidated Edison Co-NY Inc",37203954.0,5163511.0
"Consumers Power Co",34015055.0,2339962.0
"Cornhusker Public Power Dist",211139.0,11288.0
"Cuivre River Electric Coop Inc",633506.0,38108.0
"Cumberland Elec Member Corp",1598072.0,93223.0
"Dakota Electric Assn",1080074.0,68953.0
"Dawson County Public Pwr Dist",253791.0,13026.0
"Dayton Power & Light Company",14265788.0,960769.0
"Decatur City of",1526565.0,63327.0
"Delaware Electric Coop Inc",674064.0,59345.0
"Delmarva Power & Light Co",11332965.0,801035.0
"Detroit Edison Co",45080425.0,3481437.0
"Duck River Elec Member Corp",1175185.0,72437.0
"Duke Power Co",70173554.0,3889907.0
"Duquesne Light Company",12440630.0,1085650.0
"East Central Electric Assn",587189.0,40575.0
"Eastern Maine Electric Coop",93958.0,9755.0
"El Paso Electric Co",1139082.0,96901.0
"Electric Energy Inc",7809284.0,145811.0
"Empire District Electric Co",3212929.0,165718.0
"Exeter & Hampton Electric Co",517683.0,49431.0
"Fairbanks City of",152072.0,15676.0
"Fayetteville Public Works Comm",1886615.0,123802.0
"First Electric Coop Corp",1172566.0,73200.0
"Florence City of",1118489.0,66279.0
"Florida Power & Light Co",77333220.0,5725755.0
"Florida Power Corp",30784795.0,2169040.0
"Fort Collins Lgt & Pwr Utility",1009066.0,51596.0
"Fremont City of",344318.0,14975.0
"Georgia Power Co",65377412.0,4023311.0
"Gibson County Elec Member Corp",658499.0,39550.0
"Golden Valley Elec Assn Inc",611749.0,55731.0
"Grand Island City of",537494.0,25477.0
"Granite State Electric Co",699590.0,64959.0
"Green Mountain Power Corp",1775716.0,154562.0
"Green River Electric Corp",4402745.0,145006.0
"Greeneville City of",985948.0,49611.0
"Gulf Power Company",8794459.0,530728.0
"Gulf States Utilities Co",31595856.0,1803517.0
"Hasting Utilities",343719.0,15433.0
"Hawaii Electric Light Co Inc",875744.0,152312.0
"Hawaiian Electric Co Inc",7091148.0,767264.0
"Henderson-Union Rural E C C",2694962.0,90743.0
"Homer Electric Assn Inc",426946.0,37323.0
"Hot Springs Rural El Assn  Inc",278400.0,12431.0
"Houston Lighting & Power Co",63093331.0,3794417.0
"Huntsville City of",4096518.0,208639.0
"IES Utilities Inc",9438807.0,532997.0
"Idaho Power Co",12410881.0,458672.0
"Illinois Power Co",17536492.0,1186226.0
"Indiana Michigan Power Co",16845358.0,916740.0
"Indianapolis Power & Light Co",13333573.0,701047.0
"Intermountain Rural Elec Assn",989241.0,76542.0
"Interstate Power Co",4075706.0,194957.0
"Jackson Electric Member Corp",2456094.0,169054.0
"Jersey Central Power&Light Co",17669972.0,2011311.0
"Joe Wheeler Elec Member Corp",855902.0,55711.0
"Johnson City City of",1560822.0,84141.0
"Jones-Onslow Elec Member Corp",662207.0,58436.0
"Kansas City City of",2143304.0,115114.0
"Kansas City Power & Light Co",12365598.0,820050.0
"Kentucky Power Co",6427352.0,257027.0
"Kentucky Utilities Co",14083729.0,573142.0
"Ketchikan Public Utilities",134764.0,11564.0
"Kingsport Power Co",1894155.0,82146.0
"Knoxville City of",5124570.0,279962.0
"Kodiak Electric Assn Inc",118081.0,17615.0
"Kootenai Electric Coop, Inc",255292.0,15073.0
"Lansing Board of Water & Light",2303429.0,127328.0
"Lenoir City City of",1149754.0,66746.0
"Lincoln City of",2438073.0,120467.0
"Long Island Lighting Co",15894518.0,2430511.0
"Los Angeles City of",19431435.0,1757043.0
"Louisiana Power & Light Co",30842843.0,1744948.0
"Louisville Gas & Electric Co",10543848.0,530577.0
"Loup River Public Power Dist",778564.0,30605.0
"Lower Valley Power & Light Inc",430801.0,22997.0
"Maine Public Service Company",480857.0,48014.0
"Massachusetts Electric Co",15863151.0,1510042.0
"Matanuska Electric Assn Inc",457706.0,45018.0
"Maui Electric Co Ltd",1024331.0,144433.0
"McKenzie Electric Coop Inc",258339.0,14973.0
"Memphis City of",11540769.0,646638.0
"MidAmerican Energy Company",15274250.0,954966.0
"Middle Tennessee E M C",3061727.0,160559.0
"Midwest Energy, Inc",746434.0,52712.0
"Minnesota Power & Light Co",9347351.0,364690.0
"Mississippi Power & Light Co",11272170.0,854333.0
"Mississippi Power Co",8395009.0,414126.0
"Monongahela Power Co",8955945.0,486716.0
"Montana Power Co",7081166.0,366429.0
"Montana-Dakota Utilities Co",2067926.0,128877.0
"Moon Lake Electric Assn Inc",326251.0,19788.0
"Narragansett Electric Co",4735740.0,494579.0
"Nashville City of",11234095.0,598172.0
"Nebraska Public Power District",2903597.0,160740.0
"Nevada Power Co",13022001.0,779114.0
"New Hampshire Elec Coop, Inc",594312.0,81244.0
"New Orleans Public Service Inc",5528043.0,384588.0
"New York State Gas & Electric",13216795.0,1546446.0
"Newport Electric Corp",527615.0,59966.0
"Niagara Mohawk Power Corp",33392373.0,3126647.0
"Nodak Rural Electric Coop Inc",541329.0,27887.0
"Norris Public Power District",437475.0,23324.0
"Northeast Oklahoma Electric Co",394833.0,28862.0
"Northern Indiana Pub Serv Co",15062205.0,961730.0
"Northern States Power Co",34684405.0,1980843.0
"Northwestern Public Service Co",1082704.0,71341.0
"Ohio Edison Co",23237753.0,1925114.0
"Ohio Power Co",31684914.0,1354072.0
"Ohio Valley Electric Corp",12488545.0,223790.0
"Oklahoma Electric Coop, Inc",597197.0,39730.0
"Oklahoma Gas & Electric Co",20309904.0,1117364.0
"Oliver-Mercer Elec Coop, Inc",184672.0,10401.0
"Omaha Public Power District",7756490.0,406199.0
"Otter Tail Power Co",3413391.0,182716.0
"PUD No 1 of Clark County",3803276.0,153086.0
"PUD No 1 of Snohomish County",6047993.0,270241.0
"Pacific Gas & Electric Co",73319038.0,7343399.0
"Pacificorp dba Pacific Pwr & L",40717917.0,1915529.0
"Palmetto Electric Coop, Inc",936714.0,60958.0
"Pennsylvania Power & Light Co",32302483.0,2392264.0
"Pennyrile Rural Electric Coop",354836.0,21741.0
"Philadelphia Electric Co",32945418.0,3276733.0
"Pierre Municipal Electric",146769.0,6557.0
"Portland General Electric Co",17509157.0,932818.0
"Potomac Edison Co",12476095.0,671105.0
"Potomac Electric Power Co",23329645.0,1702592.0
"Poudre Valley R E A, Inc",604864.0,32827.0
"Power Authority of State of NY",13024648.0,798037.0
"Provo City Corporation",593991.0,38063.0
"Public Service Co of Colorado",21671190.0,1318559.0
"Public Service Co of IN Inc",23036937.0,1067629.0
"Public Service Co of NH",6486729.0,793174.0
"Public Service Co of NM",6396294.0,507881.0
"Public Service Co of Oklahoma",14380536.0,682675.0
"Public Service Electric&Gas Co",38667204.0,3858640.0
"Puget Sound Power & Light Co",20024298.0,1199582.0
"Rappahannock Electric Coop",1867609.0,121592.0
"Rochester Public Utilities",900646.0,63836.0
"Rockland Electric Company",1312063.0,134316.0
"Rosebud Electric Coop Inc",80618.0,4017.0
"Rutherford Elec Member Corp",880368.0,70451.0
"Sacramento Municipal Util Dist",8889261.0,685393.0
"Salmon River Electric Coop Inc",270423.0,10099.0
"Salt River Proj Ag I & P Dist",18634946.0,1293698.0
"San Antonio City of",14437098.0,812826.0
"Savannah Electric & Power Co",3562834.0,219828.0
"Seattle City of",9285486.0,360083.0
"Sierra Pacific Power Co",6689527.0,450092.0
"Singing River Elec Power Assn",987441.0,63728.0
"Sioux Valley Empire E A Inc",249986.0,17693.0
"South Carolina Electric&Gas Co",16989524.0,1031621.0
"South Carolina Pub Serv Auth",8204061.0,335068.0
"South Kentucky Rural E C C",762917.0,41809.0
"Southern California Edison Co",73784170.0,7273919.0
"Southern Nebraska Rural P P D",430251.0,23406.0
"Southern Pine Elec Power Assn",1398544.0,87733.0
"Southwest Tennessee E M C",837290.0,51688.0
"Southwestern Electric Power Co",3275598.0,161846.0
"Southwestern Public Service Co",3077575.0,150273.0
"Springfield City of",2375751.0,108965.0
"St Joseph Light & Power Co",1529467.0,81023.0
"TVA",20009481.0,508779.0
"Tacoma City of",5471096.0,191022.0
"Tampa Electric Co",14928925.0,1053978.0
"Texas Utilities Electric Co",89517440.0,5632685.0
"Texas-New Mexico Power Co",1614131.0,70535.0
"Tri-County Electric Assn Inc",1128957.0,55584.0
"Tucson Electric Power Co",7296811.0,608928.0
"Turner-Hutchinsin El Coop, Inc",85013.0,5490.0
"U S Bureau of Indian Affairs",273662.0,15090.0
"Union Electric Co",28746541.0,1811864.0
"Union Light Heat & Power Co",3462486.0,187775.0
"United Illuminating Co",5339890.0,649875.0
"Upper Cumberland E M C",819245.0,49394.0
"UtiliCorp United Inc",6949579.0,447094.0
"Verdigris Valley Electric Coop",359527.0,26327.0
"Verendrye Electric Coop Inc",301639.0,15779.0
"Virginia Electric & Power Co",62299090.0,3957103.0
"Volunteer Electric Coop",1629944.0,96871.0
"Wallingford Town of",576037.0,40173.0
"Warren Rural Elec Coop Corp",1164867.0,71771.0
"Washington Water Power Co",7793991.0,371125.0
"Watertown Municipal Utils Dept",250607.0,10103.0
"Wells Rural Electric Co",670370.0,26865.0
"West Penn Power Co",17775740.0,988877.0
"West Plains Electric Coop Inc",195458.0,12609.0
"West River Electric Assn, Inc",142516.0,11202.0
"Western Massachusetts Elec Co",3740780.0,379300.0
"Western Resources Inc",16658928.0,1028845.0
"Wheeling Power Company",1830490.0,84061.0
"Wisconsin Electric Power Co",22113229.0,1207757.0
"Wisconsin Power & Light Co",8608431.0,446561.0
"Wisconsin Public Service Corp",8818585.0,424886.0
"Wright-Hennepin Coop Elec Assn",481886.0,32140.0
"Yellowstone Vlly Elec Coop Inc",170660.0,10603.0
,,
,,
,,
1997,sales (MwH),revenue ($1000)
"4-County Electric Power Assn",781724.0,49877.0
"Alabama Power Co",46575016.0,2510821.0
"Alaska Electric Light&Power Co",286782.0,24391.0
"Anchorage City of",838263.0,68761.0
"Anoka Electric Coop",1178714.0,79597.0
"Appalachian Electric Coop",719984.0,43786.0
"Appalachian Power Co",27050284.0,1260117.0
"Arizona Public Service Co",19816929.0,1615797.0
"Arkansas Power & Light Co",17319006.0,1274818.0
"Arkansas Valley Elec Coop Corp",762481.0,41441.0
"Atlantic City Electric Company",8298325.0,951642.0
"Baker Electric Coop Inc",289545.0,17633.0
"Baltimore Gas & Electric Co",28098537.0,2036957.0
"Bangor Hydro-Electric Co",1745208.0,166978.0
"Berkeley Electric Coop Inc",1032342.0,73067.0
"Black Hills Corp",1378104.0,93924.0
"Blackstone Valley Electric Co",1239725.0,137374.0
"Bonneville Power Admin",15101654.0,297202.0
"Boston Edison Co",13156537.0,1522798.0
"Bountiful City Light & Power",250377.0,13081.0
"Bristol City of",859884.0,43486.0
"Brookings City of",197739.0,8682.0
"Brunswick Electric Member Corp",672317.0,65719.0
"Burlington City of",328172.0,31434.0
"Carolina Power & Light Co",38865422.0,2450510.0
"Carroll Electric Coop Corp",930324.0,52238.0
"Cass County Electric Coop Inc",514263.0,25378.0
"Central Illinois Light Company",5459042.0,311181.0
"Central Illinois Pub Serv Co",8370228.0,551178.0
"Central Louisiana Elec Co Inc",7226681.0,415801.0
"Central Maine Power Co",9160513.0,882385.0
"Central Power & Light Co",20102325.0,1310310.0
"Central Vermont Pub Serv Corp",2126714.0,237894.0
"Chattanooga City of",5335291.0,286915.0
"Cheyenne Light Fuel & Power Co",773577.0,33809.0
"Chugach Electric Assn Inc",1025253.0,90419.0
"Cincinnati Gas & Electric Co",18508549.0,1123999.0
"Citizens Utilities Company",1319217.0,122311.0
"City of Boulder City",158794.0,5773.0
"City of Clinton",681015.0,38536.0
"City of Dover",631254.0,44908.0
"City of Eugene",2540907.0,98083.0
"City of Gillette",180024.0,11625.0
"City of Groton Dept of Utils",579459.0,41841.0
"City of Idaho Falls",573994.0,25147.0
"City of Independence",896481.0,60300.0
"City of Newark",316920.0,21903.0
"City of Reading",606203.0,57882.0
"City of Tupelo Water & Light D",651724.0,35492.0
"Clarksville City of",1002024.0,57027.0
"Cleveland City of",940961.0,49298.0
"Cleveland Electric Illum Co",17747304.0,1547555.0
"Coast Electric Power Assn",1007337.0,67005.0
"Cobb Electric Membership Corp",2285691.0,200081.0
"Colorado River Commission",2088990.0,23445.0
"Colorado Springs City of",3612017.0,190585.0
"Columbus Southern Power Co",15293883.0,972631.0
"Commonwealth Edison Co",79825445.0,6709121.0
"Commonwealth Electric Co",3523062.0,432830.0
"Connecticut Light & Power Co",21223098.0,2227727.0
"Consolidated Edison Co-NY Inc",37527979.0,5254160.0
"Consumers Power Co",34451493.0,2392012.0
"Cornhusker Public Power Dist",227993.0,12269.0
"Cuivre River Electric Coop Inc",648630.0,39795.0
"Cumberland Elec Member Corp",1621691.0,95035.0
"Dakota Electric Assn",1223236.0,78758.0
"Dawson County Public Pwr Dist",292948.0,14720.0
"Dayton Power & Light Company",14275551.0,943992.0
"Decatur City of",1488243.0,62846.0
"Delaware Electric Coop Inc",667357.0,58507.0
"Delmarva Power & Light Co",11512363.0,830217.0
"Detroit Edison Co",45581815.0,3451643.0
"Duck River Elec Member Corp",1155926.0,73433.0
"Duke Power Co",69842140.0,3837609.0
"Duquesne Light Company",12548161.0,1076175.0
"East Central Electric Assn",592828.0,40395.0
"Eastern Maine Electric Coop",131778.0,11649.0
"El Paso Electric Co",1145862.0,101795.0
"Electric Energy Inc",9181152.0,287655.0
"Empire District Electric Co",3206487.0,172153.0
"Exeter & Hampton Electric Co",514803.0,52888.0
"Fairbanks City of",113748.0,11778.0
"Fayetteville Public Works Comm",1839679.0,120379.0
"First Electric Coop Corp",1192444.0,72599.0
"Florence City of",1072547.0,65358.0
"Florida Power & Light Co",79853929.0,5911014.0
